mean_test_score,params,gamma,kernel,shrinking,class_weight
,"{'C': 50, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,none
0.8670459124416316,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",scale,linear,True,balanced
0.8673350873450426,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",scale,linear,False,balanced
0.9010950721752116,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",scale,rbf,True,balanced
0.9010950721752116,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",scale,rbf,False,balanced
0.7734764986133826,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",scale,sigmoid,True,balanced
0.7734764986133826,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",scale,sigmoid,False,balanced
0.8670459124416316,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",auto,linear,True,balanced
0.8673350873450426,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",auto,linear,False,balanced
0.8973808338666476,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",auto,rbf,True,balanced
0.8973808338666476,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",auto,rbf,False,balanced
0.89114698144066,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",auto,sigmoid,True,balanced
0.89114698144066,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,balanced
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",scale,linear,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",scale,linear,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",scale,rbf,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",scale,rbf,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",scale,sigmoid,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",scale,sigmoid,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",auto,linear,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",auto,linear,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",auto,rbf,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",auto,rbf,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",auto,sigmoid,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,none
0.8672379056152077,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",scale,linear,True,balanced
0.867140723885373,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",scale,linear,False,balanced
0.9014837990945507,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",scale,rbf,True,balanced
0.9014837990945507,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",scale,rbf,False,balanced
0.7683946052288511,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",scale,sigmoid,True,balanced
0.7682950532129228,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",scale,sigmoid,False,balanced
0.8672379056152077,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",auto,linear,True,balanced
0.867140723885373,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",auto,linear,False,balanced
0.8935978572613713,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",auto,rbf,True,balanced
0.8935978572613713,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",auto,rbf,False,balanced
0.8962122828225366,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",auto,sigmoid,True,balanced
0.8962122828225366,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,balanced
