mean_test_score,params,gamma,kernel,shrinking,class_weight
,"{'C': 50, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,none
0.8634110787172011,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",scale,linear,True,balanced
0.8635082604470359,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",scale,linear,False,balanced
0.8905579653464173,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",scale,rbf,True,balanced
0.890655147076252,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",scale,rbf,False,balanced
0.7307011306264666,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",scale,sigmoid,True,balanced
0.7307011306264666,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",scale,sigmoid,False,balanced
0.8634110787172011,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",auto,linear,True,balanced
0.8635082604470359,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",auto,linear,False,balanced
0.9003472469127024,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",auto,rbf,True,balanced
0.9003472469127024,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",auto,rbf,False,balanced
0.90354713313897,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",auto,sigmoid,True,balanced
0.90354713313897,"{'C': 50, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,balanced
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",scale,linear,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",scale,linear,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",scale,rbf,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",scale,rbf,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",scale,sigmoid,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",scale,sigmoid,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",auto,linear,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",auto,linear,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",auto,rbf,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",auto,rbf,False,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",auto,sigmoid,True,none
,"{'C': 100, 'class_weight': 'none', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,none
0.8647716229348882,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",scale,linear,True,balanced
0.8643828960155491,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",scale,linear,False,balanced
0.8777394581525989,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",scale,rbf,True,balanced
0.8777394581525989,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",scale,rbf,False,balanced
0.729798051624831,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",scale,sigmoid,True,balanced
0.729798051624831,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",scale,sigmoid,False,balanced
0.8647716229348882,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",auto,linear,True,balanced
0.8643828960155491,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",auto,linear,False,balanced
0.8940162127568797,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",auto,rbf,True,balanced
0.8940162127568797,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",auto,rbf,False,balanced
0.9012195121951219,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",auto,sigmoid,True,balanced
0.9012195121951219,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",auto,sigmoid,False,balanced
